TransactionID,Date,Symbol,TraderID,BuySell,Quantity,Price,Exchange
113,2023-01-05,XOM,T8975,SELL,121,105.44,NASDAQ
114,2023-01-05,GOOGL,T1246,BUY,3752,143.71,NYSE
115,2023-01-05,XOM,T1468,BUY,248,98.17,NYSE
116,2023-01-05,GOOGL,T2621,SELL,432,127.66,NASDAQ
117,2023-01-05,GOOGL,T3118,BUY,168,141.12,NASDAQ
118,2023-01-05,MSFT,T3969,BUY,243,339.68,NASDAQ
119,2023-01-05,AMZN,T9029,BUY,434,143.81,NYSE
120,2023-01-05,MSFT,T9001,SELL,200,360.17,NYSE
121,2023-01-05,BAC,T2558,SELL,124,31.19,NASDAQ
122,2023-01-05,PFE,T1952,BUY,1407,26.79,NASDAQ
123,2023-01-05,AAPL,T4583,BUY,408,170.3,NASDAQ
124,2023-01-05,XOM,T3499,SELL,247,99.34,NASDAQ
125,2023-01-05,CVX,T7483,SELL,67,161.45,NASDAQ
126,2023-01-05,CVX,T2476,SELL,268,150.85,NYSE
127,2023-01-06,JPM,T6973,BUY,73,144.33,NYSE
128,2023-01-06,JPM,T6402,SELL,898,164.92,NYSE
129,2023-01-06,GOOGL,T2410,BUY,663,137.76,NYSE
130,2023-01-06,PFE,T8981,SELL,191,27.66,NYSE
131,2023-01-06,AMZN,T8668,BUY,961,140.81,NYSE
132,2023-01-06,JPM,T1430,BUY,697,145.73,NASDAQ
133,2023-01-06,AMZN,T5125,BUY,573,144.44,NASDAQ
134,2023-01-06,CVX,T9416,SELL,697,144.84,NASDAQ
135,2023-01-06,CVX,T3391,BUY,1228,170.78,NYSE
136,2023-01-06,CVX,T3042,SELL,404,159.6,NYSE
137,2023-01-06,AAPL,T7918,SELL,1237,172.77,NYSE
138,2023-01-06,BAC,T1667,SELL,165,32.76,NYSE
139,2023-01-06,JNJ,T9157,SELL,595,160.77,NYSE
140,2023-01-06,CVX,T9788,SELL,1748,158.0,NASDAQ
141,2023-01-06,JPM,T2752,BUY,685,167.99,NASDAQ
142,2023-01-06,BAC,T9668,BUY,1340,34.91,NYSE
143,2023-01-06,PFE,T2069,BUY,5794,29.14,NASDAQ
144,2023-01-06,BAC,T7020,BUY,566,35.19,NASDAQ
145,2023-01-06,MSFT,T8689,SELL,313,335.09,NYSE
146,2023-01-06,MSFT,T9254,BUY,258,307.26,NYSE
147,2023-01-06,MSFT,T4205,BUY,136,322.45,NASDAQ
148,2023-01-09,CVX,T3209,BUY,262,165.8,NASDAQ
149,2023-01-09,CVX,T4947,BUY,699,132.52,NASDAQ
150,2023-01-09,AAPL,T6522,BUY,478,186.68,NYSE
151,2023-01-09,BAC,T1196,BUY,195,31.22,NASDAQ
152,2023-01-09,MSFT,T9987,SELL,134,335.67,NASDAQ
153,2023-01-09,AAPL,T6134,SELL,781,156.04,NYSE
154,2023-01-09,AMZN,T3569,SELL,315,140.88,NASDAQ
155,2023-01-09,JPM,T8421,SELL,376,144.2,NYSE
156,2023-01-09,GOOGL,T2576,BUY,529,136.84,NASDAQ
157,2023-01-09,JNJ,T5726,SELL,2268,158.24,NYSE
158,2023-01-09,AMZN,T5470,SELL,302,129.37,NASDAQ
159,2023-01-09,JNJ,T4024,BUY,285,165.27,NASDAQ
160,2023-01-09,XOM,T5179,BUY,329,107.22,NYSE
161,2023-01-09,AMZN,T3059,SELL,486,143.22,NYSE
162,2023-01-09,PFE,T2524,SELL,205,28.69,NASDAQ
163,2023-01-09,AAPL,T7333,BUY,4077,187.63,NASDAQ
164,2023-01-09,GOOGL,T9664,BUY,335,133.77,NYSE
165,2023-01-09,AAPL,T9042,BUY,136,186.47,NYSE
166,2023-01-09,BAC,T9793,SELL,676,33.9,NASDAQ
167,2023-01-09,AMZN,T5689,BUY,539,145.65,NYSE
168,2023-01-09,AMZN,T1663,SELL,687,124.29,NYSE
169,2023-01-09,PFE,T9373,BUY,64,28.35,NYSE
170,2023-01-09,PFE,T2703,SELL,631,28.64,NASDAQ
171,2023-01-09,XOM,T8018,SELL,396,104.88,NYSE
172,2023-01-09,CVX,T3013,SELL,1115,151.59,NYSE
173,2023-01-09,PFE,T6667,SELL,171,27.89,NASDAQ
174,2023-01-09,AMZN,T3010,SELL,128,144.65,NYSE
175,2023-01-09,PFE,T9456,SELL,380,28.83,NYSE
176,2023-01-09,BAC,T1609,BUY,933,36.43,NASDAQ
177,2023-01-09,MSFT,T2218,BUY,613,317.19,NASDAQ
178,2023-01-09,PFE,T6328,SELL,343,28.93,NASDAQ
179,2023-01-09,PFE,T3223,BUY,1059,29.3,NYSE
180,2023-01-09,JNJ,T7701,BUY,345,153.34,NYSE
181,2023-01-09,GOOGL,T6969,BUY,248,141.15,NASDAQ
182,2023-01-09,GOOGL,T6593,SELL,192,134.24,NASDAQ
183,2023-01-10,BAC,T6876,SELL,448,33.05,NYSE
184,2023-01-10,JNJ,T1723,SELL,101,166.03,NYSE
185,2023-01-10,BAC,T5045,BUY,66,31.24,NYSE
186,2023-01-10,MSFT,T5203,BUY,1702,349.3,NYSE
187,2023-01-10,MSFT,T5521,BUY,428,321.59,NASDAQ
188,2023-01-10,BAC,T7659,BUY,301,34.12,NYSE
189,2023-01-10,PFE,T9467,BUY,235,26.99,NASDAQ
190,2023-01-10,PFE,T9522,BUY,1685,28.35,NASDAQ
191,2023-01-10,JNJ,T3648,SELL,183,158.78,NYSE
192,2023-01-10,AAPL,T3678,SELL,265,169.77,NASDAQ
193,2023-01-10,XOM,T5174,BUY,1401,113.47,NYSE
194,2023-01-10,AMZN,T5588,SELL,82,142.12,NYSE
195,2023-01-10,XOM,T1199,BUY,567,101.62,NASDAQ
196,2023-01-10,MSFT,T7303,BUY,445,326.22,NYSE
197,2023-01-10,PFE,T8575,BUY,1113,29.07,NASDAQ
198,2023-01-10,JPM,T3792,SELL,266,156.63,NASDAQ
199,2023-01-10,XOM,T1627,BUY,380,112.19,NYSE
200,2023-01-10,PFE,T1297,SELL,148,28.59,NYSE
201,2023-01-10,JPM,T6157,SELL,476,163.6,NYSE
202,2023-01-10,BAC,T4684,BUY,110,33.8,NASDAQ
203,2023-01-10,PFE,T9332,BUY,186,28.65,NASDAQ
204,2023-01-10,MSFT,T1930,SELL,66,310.75,NASDAQ
205,2023-01-10,AAPL,T2020,SELL,208,178.86,NASDAQ
206,2023-01-10,PFE,T7935,SELL,572,30.36,NASDAQ
207,2023-01-10,JPM,T4180,SELL,952,149.09,NYSE
208,2023-01-10,JPM,T3868,SELL,1004,154.97,NYSE
209,2023-01-10,JNJ,T2613,BUY,714,152.42,NYSE
210,2023-01-10,JNJ,T3691,SELL,1095,168.27,NASDAQ
211,2023-01-10,AAPL,T4545,BUY,754,187.18,NASDAQ
212,2023-01-10,AMZN,T2667,BUY,3081,162.42,NASDAQ
213,2023-01-10,GOOGL,T8938,SELL,59,143.58,NYSE
214,2023-01-10,AAPL,T7034,SELL,1582,193.39,NYSE
215,2023-01-10,BAC,T7431,BUY,138,32.76,NYSE
216,2023-01-10,MSFT,T2029,BUY,249,326.68,NYSE
217,2023-01-10,AAPL,T8127,BUY,190,178.42,NYSE
218,2023-01-10,AMZN,T5882,SELL,209,141.11,NASDAQ
219,2023-01-10,PFE,T8113,SELL,247,27.65,NASDAQ
220,2023-01-10,AMZN,T4836,BUY,105,143.34,NYSE
221,2023-01-10,GOOGL,T6286,BUY,2716,147.52,NYSE
222,2023-01-11,JNJ,T6452,SELL,197,154.58,NYSE
223,2023-01-11,XOM,T3669,SELL,796,102.97,NYSE
224,2023-01-11,MSFT,T7212,SELL,1038,329.94,NASDAQ
225,2023-01-11,PFE,T8737,BUY,669,27.76,NASDAQ
226,2023-01-11,AMZN,T2184,SELL,1312,150.09,NYSE
227,2023-01-11,GOOGL,T1592,SELL,220,136.49,NYSE
228,2023-01-11,PFE,T5219,BUY,90,28.42,NYSE
229,2023-01-11,JNJ,T7710,SELL,376,147.66,NASDAQ
230,2023-01-11,XOM,T5033,SELL,190,104.39,NASDAQ
231,2023-01-11,XOM,T8086,SELL,196,101.1,NYSE
232,2023-01-11,JPM,T4414,SELL,637,171.08,NASDAQ
233,2023-01-11,BAC,T2733,BUY,1494,32.83,NASDAQ
234,2023-01-11,AAPL,T8406,BUY,1790,175.44,NYSE
235,2023-01-11,AMZN,T7822,SELL,253,144.11,NASDAQ
236,2023-01-11,MSFT,T4181,BUY,524,325.98,NASDAQ
237,2023-01-11,PFE,T4644,BUY,1054,29.96,NYSE
238,2023-01-11,BAC,T4832,SELL,136,31.34,NYSE
239,2023-01-11,AAPL,T7909,SELL,1656,167.31,NYSE
240,2023-01-11,BAC,T7210,BUY,544,31.68,NASDAQ
241,2023-01-11,BAC,T7191,SELL,1220,33.02,NASDAQ
242,2023-01-11,AMZN,T9533,SELL,581,141.75,NASDAQ
243,2023-01-11,PFE,T8285,BUY,1180,27.03,NASDAQ
244,2023-01-11,AMZN,T6063,SELL,236,142.89,NYSE
245,2023-01-11,AMZN,T3571,BUY,2033,139.49,NASDAQ
246,2023-01-11,JPM,T6909,BUY,534,160.44,NYSE
247,2023-01-11,AMZN,T7988,SELL,46,142.5,NYSE
248,2023-01-11,MSFT,T6498,BUY,374,348.38,NYSE
249,2023-01-11,MSFT,T2558,BUY,728,359.85,NASDAQ
250,2023-01-11,AAPL,T4163,BUY,140,191.5,NASDAQ
251,2023-01-11,AAPL,T3604,BUY,2855,188.17,NYSE
252,2023-01-11,CVX,T9920,BUY,55,154.59,NYSE
253,2023-01-11,MSFT,T4091,SELL,4255,358.57,NYSE
254,2023-01-12,XOM,T3610,BUY,103,110.69,NASDAQ
255,2023-01-12,AAPL,T1300,BUY,399,184.96,NASDAQ
256,2023-01-12,JPM,T5443,BUY,516,153.76,NASDAQ
257,2023-01-12,JPM,T2194,BUY,1151,159.58,NASDAQ
258,2023-01-12,JPM,T5877,SELL,677,147.03,NASDAQ
259,2023-01-12,MSFT,T3857,SELL,168,341.2,NASDAQ
260,2023-01-12,XOM,T2504,BUY,367,108.1,NYSE
261,2023-01-12,AMZN,T9944,BUY,753,146.37,NASDAQ
262,2023-01-12,CVX,T5995,SELL,2706,143.96,NASDAQ
263,2023-01-12,GOOGL,T6765,BUY,786,159.03,NASDAQ
264,2023-01-12,BAC,T1633,SELL,2725,33.66,NASDAQ
265,2023-01-12,MSFT,T2045,SELL,3362,352.5,NASDAQ
266,2023-01-12,JNJ,T3571,BUY,280,166.48,NYSE
267,2023-01-12,JNJ,T1831,SELL,45,151.65,NYSE
268,2023-01-12,AAPL,T9684,BUY,1050,179.36,NASDAQ
269,2023-01-12,AAPL,T4382,SELL,94,180.02,NYSE
270,2023-01-12,JNJ,T1315,SELL,708,168.68,NYSE
271,2023-01-12,JPM,T3100,BUY,173,151.53,NYSE
272,2023-01-12,AMZN,T2896,SELL,732,150.4,NASDAQ
273,2023-01-12,GOOGL,T2626,BUY,335,145.73,NYSE
274,2023-01-12,GOOGL,T2244,BUY,66,139.18,NYSE
275,2023-01-12,XOM,T2330,BUY,203,103.86,NYSE
276,2023-01-12,PFE,T7174,BUY,472,28.67,NYSE
277,2023-01-12,CVX,T5928,SELL,318,161.26,NASDAQ
278,2023-01-12,BAC,T3464,SELL,738,30.25,NASDAQ
279,2023-01-12,AAPL,T6039,BUY,169,177.44,NYSE
280,2023-01-13,CVX,T1851,SELL,583,164.77,NASDAQ
281,2023-01-13,AAPL,T7907,BUY,81,192.42,NYSE
282,2023-01-13,PFE,T8698,BUY,1792,27.66,NASDAQ
283,2023-01-13,JNJ,T4995,BUY,623,157.96,NYSE
284,2023-01-13,GOOGL,T1657,BUY,1469,143.93,NYSE
285,2023-01-13,CVX,T9396,SELL,277,170.68,NASDAQ
286,2023-01-13,JPM,T9163,SELL,228,156.7,NASDAQ
287,2023-01-13,MSFT,T4283,BUY,814,336.47,NASDAQ
288,2023-01-13,XOM,T1426,BUY,669,100.69,NASDAQ
289,2023-01-13,CVX,T8618,BUY,171,158.2,NASDAQ
290,2023-01-13,AAPL,T2457,BUY,162,176.11,NYSE
291,2023-01-13,CVX,T1535,BUY,354,139.92,NYSE
292,2023-01-13,CVX,T9399,SELL,327,150.81,NYSE
293,2023-01-13,AMZN,T1025,SELL,739,133.42,NYSE
294,2023-01-13,AMZN,T5160,BUY,312,131.71,NYSE
295,2023-01-13,GOOGL,T1168,BUY,253,137.98,NASDAQ
296,2023-01-13,AMZN,T4309,SELL,401,141.44,NASDAQ
297,2023-01-13,PFE,T6117,SELL,83,29.76,NASDAQ
298,2023-01-13,GOOGL,T1407,SELL,233,144.26,NYSE
299,2023-01-13,BAC,T9058,BUY,36,32.88,NYSE
300,2023-01-13,PFE,T9590,SELL,2879,28.91,NYSE
301,2023-01-13,CVX,T9958,BUY,392,150.69,NYSE
302,2023-01-13,PFE,T1381,SELL,1801,28.63,NYSE
303,2023-01-13,GOOGL,T1079,BUY,790,140.43,NASDAQ
304,2023-01-13,JNJ,T4906,BUY,978,150.78,NYSE
305,2023-01-13,GOOGL,T8293,BUY,176,135.34,NASDAQ
306,2023-01-13,XOM,T1029,BUY,424,96.22,NASDAQ
307,2023-01-13,GOOGL,T7879,BUY,94,144.13,NASDAQ
308,2023-01-13,JPM,T6574,BUY,121,157.46,NASDAQ
309,2023-01-13,JNJ,T8694,SELL,164,160.08,NASDAQ
310,2023-01-13,JNJ,T6889,SELL,533,164.41,NYSE
311,2023-01-13,BAC,T1612,SELL,956,30.22,NYSE
312,2023-01-13,JNJ,T7377,BUY,188,148.98,NASDAQ
313,2023-01-13,GOOGL,T9437,BUY,2115,140.53,NYSE
314,2023-01-13,AMZN,T9460,BUY,120,153.42,NYSE
315,2023-01-13,AAPL,T8715,BUY,336,198.38,NASDAQ
316,2023-01-13,BAC,T4676,BUY,330,34.03,NYSE
317,2023-01-13,PFE,T7998,SELL,980,27.47,NASDAQ
318,2023-01-13,JPM,T8992,BUY,935,153.7,NASDAQ
319,2023-01-16,PFE,T8327,SELL,726,27.62,NASDAQ
320,2023-01-16,CVX,T8866,BUY,472,156.83,NYSE
321,2023-01-16,XOM,T4773,SELL,144,102.1,NASDAQ
322,2023-01-16,PFE,T7229,BUY,396,28.04,NYSE
323,2023-01-16,JPM,T8375,BUY,219,153.17,NASDAQ
324,2023-01-16,JNJ,T4594,SELL,480,170.6,NASDAQ
325,2023-01-16,AMZN,T1812,SELL,330,139.68,NYSE
326,2023-01-16,AAPL,T6633,SELL,1459,185.21,NYSE
327,2023-01-16,CVX,T3912,BUY,488,166.86,NYSE
328,2023-01-16,PFE,T9343,BUY,442,29.03,NASDAQ
329,2023-01-16,CVX,T4691,SELL,366,160.02,NYSE
330,2023-01-16,JNJ,T6980,BUY,186,164.37,NASDAQ
331,2023-01-16,JPM,T4806,SELL,384,151.74,NYSE
332,2023-01-16,JNJ,T5321,BUY,484,157.15,NYSE
333,2023-01-16,JNJ,T3475,BUY,644,161.71,NASDAQ
334,2023-01-16,XOM,T3186,BUY,271,113.42,NASDAQ
335,2023-01-16,AAPL,T8823,BUY,239,184.35,NASDAQ
336,2023-01-16,AMZN,T3935,SELL,454,156.34,NASDAQ
337,2023-01-16,GOOGL,T3687,SELL,90,146.08,NYSE
338,2023-01-16,CVX,T9809,SELL,469,156.9,NASDAQ
339,2023-01-16,JPM,T7695,SELL,237,142.77,NASDAQ
340,2023-01-16,JPM,T1215,BUY,398,151.83,NASDAQ
341,2023-01-16,JNJ,T4122,SELL,662,155.58,NYSE
342,2023-01-16,AMZN,T3077,BUY,208,143.98,NASDAQ
343,2023-01-16,JPM,T1894,BUY,1250,157.79,NYSE
344,2023-01-16,CVX,T7162,BUY,492,146.31,NASDAQ
345,2023-01-16,CVX,T9223,SELL,222,155.22,NASDAQ
346,2023-01-17,GOOGL,T9864,SELL,358,132.9,NYSE
347,2023-01-17,MSFT,T5676,BUY,396,323.94,NYSE
348,2023-01-17,XOM,T3020,BUY,621,97.56,NASDAQ
349,2023-01-17,GOOGL,T5417,BUY,1617,144.03,NYSE
350,2023-01-17,JNJ,T4863,BUY,1671,153.1,NASDAQ
351,2023-01-17,AAPL,T2849,BUY,438,174.43,NASDAQ
352,2023-01-17,GOOGL,T8521,SELL,509,135.2,NASDAQ
353,2023-01-17,JPM,T4045,BUY,694,154.4,NYSE
354,2023-01-17,PFE,T3406,SELL,342,30.91,NYSE
355,2023-01-17,JPM,T6511,SELL,112,170.11,NYSE
356,2023-01-17,AMZN,T5247,BUY,115,152.84,NASDAQ
357,2023-01-17,XOM,T9521,SELL,114,110.37,NYSE
358,2023-01-17,AAPL,T9868,BUY,236,189.61,NYSE
359,2023-01-17,GOOGL,T8934,BUY,464,153.86,NASDAQ
360,2023-01-17,AAPL,T6074,BUY,460,173.14,NYSE
361,2023-01-17,PFE,T1515,SELL,323,30.57,NASDAQ
362,2023-01-17,AMZN,T8909,SELL,6945,155.89,NYSE
363,2023-01-17,MSFT,T7508,BUY,132,330.28,NYSE
364,2023-01-17,JPM,T3549,SELL,417,144.72,NYSE
365,2023-01-17,AAPL,T1284,SELL,1006,176.06,NASDAQ
366,2023-01-17,GOOGL,T8015,SELL,630,144.51,NYSE
367,2023-01-17,BAC,T8008,BUY,173,30.28,NASDAQ
368,2023-01-17,AMZN,T4778,SELL,158,133.01,NASDAQ
369,2023-01-17,BAC,T5458,SELL,273,31.12,NASDAQ
370,2023-01-17,PFE,T5540,SELL,345,28.21,NYSE
371,2023-01-17,AAPL,T1000,SELL,805,177.72,NYSE
372,2023-01-17,AMZN,T6266,BUY,440,141.89,NYSE
373,2023-01-17,XOM,T4364,SELL,205,104.19,NYSE
374,2023-01-17,AMZN,T4409,SELL,518,141.15,NASDAQ
375,2023-01-17,AMZN,T4495,BUY,184,147.3,NASDAQ
376,2023-01-17,JNJ,T5774,BUY,437,156.67,NASDAQ
377,2023-01-17,PFE,T1328,BUY,248,28.37,NASDAQ
378,2023-01-18,CVX,T3505,BUY,639,154.84,NASDAQ
379,2023-01-18,PFE,T9357,SELL,360,28.11,NYSE
380,2023-01-18,CVX,T8983,BUY,253,165.56,NYSE
381,2023-01-18,AMZN,T8089,SELL,1856,148.84,NASDAQ
382,2023-01-18,XOM,T2495,SELL,196,105.29,NYSE
383,2023-01-18,MSFT,T9932,BUY,93,340.36,NASDAQ
384,2023-01-18,BAC,T1642,SELL,735,36.2,NASDAQ
385,2023-01-18,CVX,T5043,SELL,206,149.23,NYSE
386,2023-01-18,AMZN,T5277,SELL,633,152.97,NASDAQ
387,2023-01-18,CVX,T8213,BUY,129,146.0,NASDAQ
388,2023-01-18,AMZN,T7002,SELL,387,139.77,NASDAQ
389,2023-01-18,XOM,T9147,SELL,249,112.28,NASDAQ
390,2023-01-18,XOM,T3941,SELL,109,120.02,NYSE
391,2023-01-18,CVX,T5788,BUY,1049,157.13,NASDAQ
392,2023-01-18,CVX,T2311,SELL,104,150.15,NYSE
393,2023-01-18,JNJ,T9689,SELL,677,159.26,NASDAQ
394,2023-01-18,PFE,T6986,BUY,362,29.1,NASDAQ
395,2023-01-18,MSFT,T5827,SELL,739,311.93,NYSE
396,2023-01-18,JNJ,T2775,SELL,1663,160.82,NYSE
397,2023-01-18,AMZN,T1010,BUY,1313,148.35,NASDAQ
398,2023-01-18,AMZN,T1754,BUY,195,165.05,NASDAQ
399,2023-01-18,AAPL,T4421,BUY,1599,181.77,NYSE
400,2023-01-18,JPM,T5584,SELL,633,152.53,NASDAQ
401,2023-01-18,JNJ,T8893,SELL,802,152.27,NASDAQ
402,2023-01-18,CVX,T1139,SELL,166,151.19,NYSE
403,2023-01-18,CVX,T5416,SELL,295,153.56,NYSE
404,2023-01-18,AMZN,T9393,SELL,619,151.1,NASDAQ
405,2023-01-18,MSFT,T5748,BUY,1312,337.07,NASDAQ
406,2023-01-18,CVX,T8197,SELL,1096,147.4,NASDAQ
407,2023-01-18,AAPL,T2359,SELL,232,184.32,NYSE
408,2023-01-18,MSFT,T5231,SELL,1046,352.22,NASDAQ
409,2023-01-18,XOM,T9807,SELL,211,96.82,NYSE
410,2023-01-18,CVX,T7005,BUY,379,169.02,NASDAQ
411,2023-01-18,JNJ,T6186,BUY,1896,160.13,NYSE
412,2023-01-18,CVX,T8680,BUY,302,155.13,NYSE
